session_code,participant_code,treatment,round_number,selection,delegation,automation,stop_click,prob_1,prob_2,prob_3,prob_selected,payoff_round,payoff_total,attraction_p1,attraction_p2,attraction_p3,choice_prob_p1,choice_prob_p2,choice_prob_p3,payoff_p1,payoff_p2,payoff_p3,perception,payment_id_m,earnings_t,active_time_sel,active_time_fb,active_time_ss,animal_answer,attention_answer,start_timestamp,start_timestamp_readable,age,gender,nationality,university,field_of_study,income_level
eci0vg6j,zkkjxk0f,7,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,mqaro8tz,7,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,4qm6klwx,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,f9zfeu0i,7,9,3,1,1,,0.9,0.7,0.5,0.5,1.0,8.0,0.41229975723362994,0.0,1.0,0.9628310309187099,0.01858448454064504,0.01858448454064504,0.0,0.0,1.0,,,,,5,,,,,,,,,,,
eci0vg6j,046kl20n,7,9,2,1,1,,0.5,0.9,0.7,0.9,0.0,5.0,0.010779215328999996,0.32978923120463,0.0,0.04327250228291849,0.9176982179024302,0.03902927981465139,0.0,0.0,0.0,,,,2,5,,,,1677350845,2023-02-25 18:47:25,,,,,,
eci0vg6j,y8gbgh2w,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,34u48lnw,7,9,1,2,0,,0.5,0.7,0.9,0.5,1.0,7.0,1.074112439366176,0.0,0.4807792153289999,,,,1.0,0.0,0.0,,,,2,1,2,,,1677351282,2023-02-25 18:54:42,,,,,,
eci0vg6j,082zaaxt,7,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,yqkhlpgd,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,13w2oabj,7,9,3,2,0,,0.5,0.9,0.7,0.7,1.0,6.0,0.002381128666176099,0.0,1.2926313107,,,,0.0,0.0,1.0,,,,2,5,2,,,1677351343,2023-02-25 18:55:43,,,,,,
eci0vg6j,rv70jqt3,7,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,ratbta9d,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,6cbmk3h2,7,9,2,2,0,,0.9,0.7,0.5,0.7,0.0,6.0,0.007447359870806098,0.033713716028999995,0.22089999999999999,,,,0.0,0.0,0.0,,,,3,,1,,,1677352877,2023-02-25 19:21:17,,,,,,
eci0vg6j,luprf5mz,7,9,2,2,0,,0.9,0.7,0.5,0.7,1.0,9.0,0.0,1.861746385199806,0.0,,,,0.0,1.0,0.0,,,,4,1,2,,,1677353247,2023-02-25 19:27:27,,,,,,
eci0vg6j,dhryd8te,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,7nisr80z,7,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,ej1mpqu5,7,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,9brh6z7y,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,d7nuoo93,7,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,zwo0wkdj,7,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,736lrr9s,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,ye5gd36k,7,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,0qp96hpp,7,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,zixlkrba,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,1rne481p,7,10,2,1,1,,0.9,0.7,0.5,0.7,0.0,7.0,0.0,0.6110369751682788,0.0,0.0028623987994483777,0.9942752024011032,0.0028623987994483777,0.0,0.0,0.0,,,,,5,,,,,,,,,,,
eci0vg6j,uht3sgzr,5,10,3,2,,,0.7,0.9,0.5,0.5,1.0,7.9,0.0,0.282857153995176,1.4711191304731028,,,,0.0,0.0,1.0,,,,3,1,2,,,1677283879,2023-02-25 00:11:19,,,,,,
eci0vg6j,s8onovdz,7,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,5cdpk467,7,10,2,2,0,,0.9,0.7,0.5,0.7,1.0,9.0,0.521177938666176,1.2438345007,0.015845446533629997,,,,0.0,1.0,0.0,,,,2,1,1,,,1677327349,2023-02-25 12:15:49,,,,,,
eci0vg6j,l8at7gw5,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,qg9jv7jz,7,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,boi5evq4,7,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,e3k3szdk,5,10,1,1,,,0.7,0.9,0.5,0.7,1.0,9.000000000000002,1.8370032063729087,0.0,0.0,0.9993387474888537,0.0003306262555731613,0.0003306262555731613,1.0,0.0,0.0,,,,2,,,,,1677350043,2023-02-25 18:34:03,,,,,,
eci0vg6j,wmo6k5qu,7,10,1,2,0,,0.5,0.9,0.7,0.5,1.0,12.0,1.6909,0.16118630034390885,0.022934500699999992,,,,1.0,0.0,0.0,,,,2,1,2,,,1677348682,2023-02-25 18:11:22,,,,,,
eci0vg6j,0392jze1,7,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,kmm7cypf,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,txtazg1y,7,10,2,2,0,,0.7,0.9,0.5,0.9,1.0,11.0,0.0,1.8858000163729087,0.0,,,,0.0,1.0,0.0,,,,2,,,,,1677357533,2023-02-25 20:38:53,,,,,,
eci0vg6j,riiyvtvo,7,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,ncr1zkbh,5,10,1,2,,,0.5,0.9,0.7,0.5,0.0,6.5,0.5762041286661761,0.03483284650210276,0.0,,,,0.0,0.0,0.0,,,,3,58,1,,,1677349055,2023-02-25 18:17:35,,,,,,
eci0vg6j,ec2w7tkn,7,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,grbaiil0,7,10,2,1,1,,0.5,0.9,0.7,0.9,1.0,10.0,0.03721397516827886,1.37351981,0.0,0.03741518601679795,0.9363844671740886,0.026200346809113463,0.0,1.0,0.0,,,,,5,,,,,,,,,,,
eci0vg6j,otpta2ig,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,sixnatn6,7,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,ib5m1jpi,7,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,e4lad8u0,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,293g9n0t,7,10,2,1,1,,0.7,0.9,0.5,0.9,0.0,8.0,0.04228020637290886,0.6909,0.0,0.002002151574026107,0.9966622066561772,0.0013356417697966269,0.0,0.0,0.0,,,,,5,,,,,,,,,,,
eci0vg6j,6iimmx0e,7,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,9ogmwdk8,5,10,1,2,,,0.7,0.5,0.9,0.7,1.0,6.0,1.0,0.01696457700673276,0.22089999999999999,,,,1.0,0.0,0.0,,,,,1,1,,,1677349852,2023-02-25 18:30:52,,,,,,
eci0vg6j,w5ch2edh,7,10,1,1,1,,0.9,0.7,0.5,0.9,1.0,9.0,1.663780885899806,0.0,0.0,0.9965371750427537,0.0017314124786231456,0.0017314124786231456,1.0,0.0,0.0,,,,,5,,,,,,,,,,,
eci0vg6j,vw1efbmw,7,10,1,1,1,,0.9,0.7,0.5,0.9,1.0,9.0,1.83350294723363,0.0,0.0011191304731027665,0.9993125462378174,0.00034188536836809086,0.00034556839381447466,1.0,0.0,0.0,,,,,5,,,,,,,,,,,
eci0vg6j,ov09rba0,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,zkkjxk0f,7,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,mqaro8tz,7,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,4qm6klwx,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,f9zfeu0i,7,10,3,1,1,,0.9,0.7,0.5,0.5,0.0,8.0,0.19378088589980605,0.0,0.47,0.0656386322876296,0.010265774743298392,0.924095592969072,0.0,0.0,0.0,,,,,5,,,,,,,,,,,
eci0vg6j,046kl20n,7,10,2,1,0,1,0.5,0.9,0.7,0.9,1.0,6.0,0.005066231204629998,1.1550009386661761,0.0,0.1624804680056401,0.6827323229736156,0.1547872090207444,0.0,1.0,0.0,,,,,5,,,,,,,,,,,
eci0vg6j,y8gbgh2w,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,34u48lnw,7,10,3,2,0,,0.5,0.7,0.9,0.9,0.0,7.0,0.5048328465021027,0.0,0.22596623120462994,,,,0.0,0.0,0.0,,,,2,2,2,,,1677351289,2023-02-25 18:54:49,,,,,,
eci0vg6j,082zaaxt,7,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,yqkhlpgd,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,13w2oabj,7,10,3,2,0,,0.5,0.9,0.7,0.7,1.0,7.0,0.0011191304731027665,0.0,1.607536716029,,,,0.0,0.0,1.0,,,,2,4,4,,,1677351357,2023-02-25 18:55:57,,,,,,
eci0vg6j,rv70jqt3,7,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,ratbta9d,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,6cbmk3h2,7,10,1,1,1,,0.9,0.7,0.5,0.9,1.0,7.0,1.0035002591392788,0.015845446533629997,0.10382299999999998,0.21103428067432065,0.23751224751809016,0.5514534718075892,1.0,0.0,0.0,,,,5,5,,,,1677352884,2023-02-25 19:21:24,,,,,,
eci0vg6j,luprf5mz,7,10,2,2,0,,0.9,0.7,0.5,0.7,1.0,10.0,0.0,1.8750208010439087,0.0,,,,0.0,1.0,0.0,,,,2,1,2,,,1677353253,2023-02-25 19:27:33,,,,,,
eci0vg6j,dhryd8te,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,7nisr80z,7,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,ej1mpqu5,7,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,9brh6z7y,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,d7nuoo93,7,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,zwo0wkdj,7,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,736lrr9s,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,ye5gd36k,7,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,0qp96hpp,7,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,zixlkrba,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,1rne481p,7,11,2,1,1,,0.9,0.7,0.5,0.7,1.0,8.0,0.0,1.287187378329091,0.0,0.056697653595368915,0.8866046928092622,0.056697653595368915,0.0,1.0,0.0,,,,,5,,,,,,,,,,,
eci0vg6j,uht3sgzr,5,11,3,2,,,0.7,0.9,0.5,0.5,1.0,8.9,0.0,0.13294286237773273,1.6914259913223582,,,,0.0,0.0,1.0,,,,2,1,1,,,1677283885,2023-02-25 00:11:25,,,,,,
eci0vg6j,s8onovdz,7,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,5cdpk467,7,11,1,2,0,,0.9,0.7,0.5,0.9,1.0,10.0,1.2449536311731026,0.5846022153289999,0.007447359870806098,,,,1.0,0.0,0.0,,,,1,1,1,,,1677327354,2023-02-25 12:15:54,,,,,,
eci0vg6j,l8at7gw5,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,qg9jv7jz,7,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,boi5evq4,7,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,e3k3szdk,5,11,1,1,,,0.7,0.9,0.5,0.7,1.0,9.900000000000002,1.8633915069952671,0.0,0.0,0.9994863051136011,0.00025684744319942355,0.00025684744319942355,1.0,0.0,0.0,,,,3,1,,,,1677350047,2023-02-25 18:34:07,,,,,,
eci0vg6j,wmo6k5qu,7,11,1,1,1,,0.5,0.9,0.7,0.5,0.0,12.0,0.794723,0.07575756116163715,0.010779215328999996,0.9984282780288969,0.0010227250393550094,0.0005489969317479983,0.0,0.0,0.0,,,,2,1,,,,1677348685,2023-02-25 18:11:25,,,,,,
eci0vg6j,0392jze1,7,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,kmm7cypf,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,txtazg1y,7,11,2,2,0,,0.7,0.9,0.5,0.9,1.0,12.0,0.0,1.886326007695267,0.0,,,,0.0,1.0,0.0,,,,2,,,,,1677357538,2023-02-25 20:38:58,,,,,,
eci0vg6j,riiyvtvo,7,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,ncr1zkbh,5,11,1,2,,,0.5,0.9,0.7,0.5,0.0,6.5,0.27081594047310276,0.016371437855988297,0.0,,,,0.0,0.0,0.0,,,,162,18,53,,,1677349532,2023-02-25 18:25:32,,,,,,
eci0vg6j,ec2w7tkn,7,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,grbaiil0,7,11,2,1,0,1,0.5,0.9,0.7,0.9,1.0,11.0,0.01749056832909106,1.6455543107,0.0,0.0024348244862033314,0.9955057814698798,0.0020593940439169053,0.0,1.0,0.0,,,,,5,,,,,,,,,,,
eci0vg6j,otpta2ig,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,sixnatn6,7,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,ib5m1jpi,7,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,e4lad8u0,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,293g9n0t,7,11,2,1,1,,0.7,0.9,0.5,0.9,1.0,9.0,0.01987169699526716,1.324723,0.0,0.04915069502051018,0.910214293015983,0.040635011963506794,0.0,1.0,0.0,,,,,5,,,,,,,,,,,
eci0vg6j,6iimmx0e,7,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,9ogmwdk8,5,11,2,2,,,0.7,0.5,0.9,0.5,1.0,7.0,0.47,1.0079733511931643,0.10382299999999998,,,,0.0,1.0,0.0,,,,4,1,1,,,1677349860,2023-02-25 18:31:00,,,,,,
eci0vg6j,w5ch2edh,7,11,1,1,1,,0.9,0.7,0.5,0.9,1.0,10.0,1.7819770163729087,0.0,0.0,0.9988806272617439,0.0005596863691280797,0.0005596863691280797,1.0,0.0,0.0,,,,,5,,,,,,,,,,,
eci0vg6j,vw1efbmw,7,11,1,1,1,,0.9,0.7,0.5,0.9,1.0,10.0,1.861746385199806,0.0,0.0005259913223583002,0.9994768373603123,0.0002609226480769587,0.000262239991610778,1.0,0.0,0.0,,,,,5,,,,,,,,,,,
eci0vg6j,ov09rba0,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,zkkjxk0f,7,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,mqaro8tz,7,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,4qm6klwx,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,f9zfeu0i,7,11,3,1,1,,0.9,0.7,0.5,0.5,0.0,8.0,0.09107701637290884,0.0,0.22089999999999999,0.2047478558700149,0.08560684665083901,0.7096452974791462,0.0,0.0,0.0,,,,,5,,,,,,,,,,,
eci0vg6j,046kl20n,7,11,1,2,0,,0.5,0.9,0.7,0.5,1.0,7.0,1.0023811286661761,0.5428504411731028,0.0,,,,1.0,0.0,0.0,,,,3,1,3,,,1677350863,2023-02-25 18:47:43,,,,,,
eci0vg6j,y8gbgh2w,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,34u48lnw,7,11,2,2,0,,0.5,0.7,0.9,0.7,1.0,8.0,0.23727143785598825,1.0,0.10620412866617607,,,,0.0,1.0,0.0,,,,4,1,3,,,1677351300,2023-02-25 18:55:00,,,,,,
eci0vg6j,082zaaxt,7,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,yqkhlpgd,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,13w2oabj,7,11,3,2,0,,0.5,0.9,0.7,0.7,0.0,7.0,0.0005259913223583002,0.0,0.7555422565336299,,,,0.0,0.0,0.0,,,,2,4,2,,,1677351368,2023-02-25 18:56:08,,,,,,
eci0vg6j,rv70jqt3,7,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,ratbta9d,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,6cbmk3h2,7,11,1,1,1,,0.9,0.7,0.5,0.9,0.0,7.0,0.471645121795461,0.007447359870806098,0.04879680999999999,0.9716366640060591,0.011410514734014273,0.01695282125992658,0.0,0.0,0.0,,,,,5,,,,,,,,,,,
eci0vg6j,luprf5mz,7,11,2,2,0,,0.9,0.7,0.5,0.7,1.0,11.0,0.0,1.8812597764906371,0.0,,,,0.0,1.0,0.0,,,,2,1,2,,,1677353259,2023-02-25 19:27:39,,,,,,
eci0vg6j,dhryd8te,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,7nisr80z,7,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,ej1mpqu5,7,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,9brh6z7y,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,d7nuoo93,7,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,zwo0wkdj,7,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,736lrr9s,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,ye5gd36k,7,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,0qp96hpp,7,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,zixlkrba,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,1rne481p,7,12,2,1,1,,0.9,0.7,0.5,0.7,0.0,8.0,0.0,0.6049780678146728,0.0,0.0030323229198120083,0.9939353541603759,0.0030323229198120083,0.0,0.0,0.0,,,,,5,,,,,,,,,,,
eci0vg6j,uht3sgzr,5,12,3,2,,,0.7,0.9,0.5,0.5,0.0,8.9,0.0,0.06248314531753438,0.7949702159215083,,,,0.0,0.0,0.0,,,,2,1,1,,,1677283892,2023-02-25 00:11:32,,,,,,
eci0vg6j,s8onovdz,7,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,5cdpk467,7,12,2,2,0,,0.9,0.7,0.5,0.7,1.0,11.0,0.5851282066513582,1.27476304120463,0.0035002591392788657,,,,0.0,1.0,0.0,,,,1,1,1,,,1677327359,2023-02-25 12:15:59,,,,,,
eci0vg6j,l8at7gw5,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,qg9jv7jz,7,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,boi5evq4,7,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,e3k3szdk,5,12,1,1,,,0.7,0.9,0.5,0.7,1.0,10.800000000000002,1.8757940082877755,0.0,0.0,0.9995437961955963,0.0002281019022018534,0.0002281019022018534,1.0,0.0,0.0,,,,2,,,,,1677350052,2023-02-25 18:34:12,,,,,,
eci0vg6j,wmo6k5qu,7,12,1,1,0,1,0.5,0.9,0.7,0.5,1.0,13.0,1.37351981,0.03560605374596946,0.005066231204629998,0.9357008268118471,0.03681669169980071,0.027482481488352126,1.0,0.0,0.0,,,,,4,,,,,,,,,,,
eci0vg6j,0392jze1,7,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,kmm7cypf,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,txtazg1y,7,12,2,2,0,,0.7,0.9,0.5,0.9,1.0,13.0,0.0,1.8865732236167756,0.0,,,,0.0,1.0,0.0,,,,2,,,,,1677357542,2023-02-25 20:39:02,,,,,,
eci0vg6j,riiyvtvo,7,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,ncr1zkbh,5,12,1,1,,,0.5,0.9,0.7,0.5,1.0,7.4,1.1272834920223582,0.007694575792314499,0.0,0.6196376531517919,0.19718346997831707,0.18317887686989104,1.0,0.0,0.0,,,,6,,,,,1677349558,2023-02-25 18:25:58,,,,,,
eci0vg6j,ec2w7tkn,7,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,grbaiil0,7,12,2,1,1,,0.5,0.9,0.7,0.9,1.0,13.0,0.008220567114672799,1.773410526029,0.0,0.0006571802266076526,0.9987353813916128,0.0006074383817795689,0.0,1.0,0.0,,,,3,5,,,,1677366762,2023-02-25 23:12:42,,,,,,
eci0vg6j,otpta2ig,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,sixnatn6,7,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,ib5m1jpi,7,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,e4lad8u0,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,293g9n0t,7,12,2,1,1,,0.7,0.9,0.5,0.9,1.0,10.0,0.009339697587775565,1.62261981,0.0,0.0028025914954364446,0.9946345534653781,0.002562855039185375,0.0,1.0,0.0,,,,,5,,,,,,,,,,,
eci0vg6j,6iimmx0e,7,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,9ogmwdk8,5,12,2,2,,,0.7,0.5,0.9,0.5,0.0,7.0,0.22089999999999999,0.47374747506078724,0.04879680999999999,,,,0.0,0.0,0.0,,,,1,1,,,,1677349864,2023-02-25 18:31:04,,,,,,
eci0vg6j,w5ch2edh,7,12,1,1,1,,0.9,0.7,0.5,0.9,1.0,11.0,1.837529197695267,0.0,0.0,0.9993420670572811,0.0003289664713594626,0.0003289664713594626,1.0,0.0,0.0,,,,,5,,,,,,,,,,,
eci0vg6j,vw1efbmw,7,12,1,1,1,,0.9,0.7,0.5,0.9,1.0,11.0,1.8750208010439087,0.0,0.00024721592150840106,0.9995398636108774,0.0002297959134721739,0.0002303404756504358,1.0,0.0,0.0,,,,,5,,,,,,,,,,,
eci0vg6j,ov09rba0,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,zkkjxk0f,7,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,mqaro8tz,7,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,4qm6klwx,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,f9zfeu0i,7,12,1,1,0,1,0.9,0.7,0.5,0.9,1.0,9.0,1.0428061976952672,0.0,0.10382299999999998,0.2892418970996104,0.1919849106392497,0.5187731922611398,1.0,0.0,0.0,,,,,5,,,,,,,,,,,
eci0vg6j,046kl20n,7,12,1,1,1,,0.5,0.9,0.7,0.5,1.0,8.0,1.4711191304731028,0.25513970735135827,0.0,0.879164814892813,0.1111726378582234,0.009662547248963703,1.0,0.0,0.0,,,,5,5,,,,1677350871,2023-02-25 18:47:51,,,,,,
eci0vg6j,y8gbgh2w,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,34u48lnw,7,12,1,2,0,,0.5,0.7,0.9,0.5,0.0,8.0,0.11151757579231447,0.47,0.04991594047310275,,,,0.0,0.0,0.0,,,,15,,2,,,1677351320,2023-02-25 18:55:20,,,,,,
eci0vg6j,082zaaxt,7,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,yqkhlpgd,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,13w2oabj,7,12,1,2,0,,0.5,0.9,0.7,0.5,1.0,8.0,1.0002472159215083,0.0,0.35510486057080604,,,,1.0,0.0,0.0,,,,4,4,2,,,1677351379,2023-02-25 18:56:19,,,,,,
eci0vg6j,rv70jqt3,7,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,ratbta9d,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,6cbmk3h2,7,12,1,1,0,1,0.9,0.7,0.5,0.9,1.0,8.0,1.2216732072438665,0.0035002591392788657,0.022934500699999992,0.7855630289905186,0.0972719599648483,0.11716501104463324,1.0,0.0,0.0,,,,,5,,,,,,,,,,,
eci0vg6j,luprf5mz,7,12,2,2,0,,0.9,0.7,0.5,0.7,1.0,12.0,0.0,1.8841920949505995,0.0,,,,0.0,1.0,0.0,,,,2,2,2,,,1677353266,2023-02-25 19:27:46,,,,,,
eci0vg6j,dhryd8te,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,7nisr80z,7,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,ej1mpqu5,7,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,9brh6z7y,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,d7nuoo93,7,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eci0vg6j,zwo0wkdj,7,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
